ranking,title,year,duration,genre,rating,directors,votes
"9,400.", Homicide,(1964–1977),,,,"Alex Emanuel,Gary Conway,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby",
"9,401.", Homicide,(1964–1977),,,,,
"9,402.", Homicide,(1964–1977),,,,"Alex Emanuel,David Lee,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby",
"9,403.", Homicide,(1964–1977),,,,,
"9,404.", Homicide,(1964–1977),,,,,
"9,405.", Homicide,(1964–1977),,,,"Alex Emanuel,Ian Bennett,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby",
"9,406.", Homicide,(1964–1977),,,,"Alex Emanuel,David Lee,John Fegan,Leonard Teale,Lionel Long,George Mallaby",
"9,407.", Homicide,(1964–1977),,,,,
"9,408.", Homicide,(1964–1977),,,,"Bruce Ross-Smith,David Lee,Leonard Teale,John Fegan,Terry McDermott,Marcella Burgoyne",
"9,409.", Homicide,(1964–1977),,,,"Alex Emanuel,David Lee,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby",
"9,410.", Homicide,(1964–1977),,,,,
"9,411.", Homicide,(1964–1977),,,,,
"9,412.", Homicide,(1964–1977),,,,"Alex Emanuel,Gary Conway,John Fegan,Leonard Teale,Lionel Long,George Mallaby",
"9,413.", Homicide,(1964–1977),,,,,
"9,414.", Homicide,(1964–1977),,,,,
"9,415.", Homicide,(1964–1977),150 min,"Action, Crime, Drama",,"Igor Auzins,Gary Conway,Jon English,Kate Sheil,Charles 'Bud' Tingwell,Don Barker",
"9,416.", Homicide,(1964–1977),,,,"Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Robert Earle",
"9,417.", Homicide,(1964–1977),,,,"Graeme Arthur,David Pulbrook,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby",
"9,418.", Homicide,(1964–1977),,,,"Alex Emanuel,Ian Jones,John Fegan,Leonard Teale,Les Dayman,George Mallaby",
"9,419.", Homicide,(1964–1977),,,,,
"9,420.", Homicide,(1964–1977),,,,"Alex Emanuel,George Miller,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby",
"9,421.", Homicide,(1964–1977),,,,"Alex Emanuel,Paul Jansen,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby",
"9,422.", Homicide,(1964–1977),,,,"Alf Potter,David Lee,Leonard Teale,John Fegan,Terry McDermott,Helen Agland",
"9,423.", Homicide,(1964–1977),,,,,
"9,424.", Homicide,(1964–1977),,,,"Alex Emanuel,George Miller,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby",
"9,425.", Homicide,(1964–1977),,,,"Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Carole-Ann Aylett",
"9,426.", Homicide,(1964–1977),,,,"Alex Emanuel,David Lee,John Fegan,Leonard Teale,Les Dayman,George Mallaby",
"9,427.", Homicide,(1964–1977),,,,"Alex Emanuel,David Lee,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby",
"9,428.", Homicide,(1964–1977),,,,,
"9,429.", Homicide,(1964–1977),,,,"Alex Emanuel,David Lee,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby",
"9,430.", Homicide,(1964–1977),,,,,
"9,431.", Homicide,(1964–1977),,,,"Alex Emanuel,Gary Conway,John Fegan,Leonard Teale,Lionel Long,George Mallaby",
"9,432.", Homicide,(1964–1977),,,,"Alex Emanuel,David Lee,John Fegan,Leonard Teale,Lionel Long,George Mallaby",
"9,433.", Homicide,(1964–1977),,,,,
"1,173.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.9,,19
"1,174.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.1,,49
"1,175.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.3,,25
"1,176.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",8.2,,21
"1,177.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.3,,23
"1,178.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",6.9,"Terry Bishop,Sidney Cole,Richard Greene,Archie Duncan,John Sharplin,Patrick Troughton",26
"1,179.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.4,"Ralph Smart,Daniel Birt,Richard Greene,Alexander Gauge,Alan Wheatley,Leslie Phillips",80
"1,180.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.2,,21
"1,181.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.9,,19
"1,182.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.3,,26
"1,183.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.4,,20
"1,184.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7,,36
"1,185.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.6,,22
"1,186.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.4,,42
"1,187.", The Adventures of Robin Hood,(1955–1960),30 min,"Action, Adventure, Family",7.8,,23
"1,188.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.9,,22
"1,189.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.3,,81
"1,190.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.6,,17
"1,191.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",8.1,,24
"1,192.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.9,,26
"1,193.", The Adventures of Robin Hood,(1955–1960),30 min,"Action, Adventure, Family",7.8,,22
"1,194.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.4,,17
"1,195.", The Adventures of Robin Hood,(1955–1960),30 min,"Action, Adventure, Family",7.1,,68
"1,196.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.7,,27
"1,197.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.4,,54
"1,198.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.6,,21
"1,199.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.9,,19
"1,200.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.1,,21
"1,201.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.2,,40
"1,202.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",6.8,,57
"1,203.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.9,,27
"1,204.", The Adventures of Robin Hood,(1955–1960),30 min,"Action, Adventure, Family",7.2,,23
"1,205.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.1,,21
"1,206.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.1,,23
"1,207.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.1,,59
"1,208.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",8.2,,21
"1,209.", The Adventures of Robin Hood,(1955–1960),30 min,"Action, Adventure, Family",7.8,,25
"1,210.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.6,,28
"1,211.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",8.1,,26
"1,212.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.9,,28
"1,213.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7,,57
"1,214.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7,"Terence Fisher,Bernard Knowles,Ian Hunter,Patricia Burke,Bernadette O'Farrell,Alexander Gauge",39
"1,215.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.7,,67
"1,216.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",8.2,,23
"1,217.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.5,,19
"1,218.", The Adventures of Robin Hood,(1955–1960),26 min,"Action, Adventure, Family",7.4,,20
"1,219.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.5,,23
"1,220.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.6,,40
"1,221.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",7.3,"Ralph Smart,Bernard Knowles,Alan Wheatley,Leo McKern,Gerard Heinz,Alfie Bass",104
"1,222.", The Adventures of Robin Hood,(1955–1960),25 min,"Action, Adventure, Family",8.8,,25
"7,089.", The Fall Guy,(1981–1986),,,7.4,,43
"7,090.", The Fall Guy,(1981–1986),49 min,"Action, Adventure, Comedy",7.1,,90
"7,091.", The Fall Guy,(1981–1986),,,8.1,,43
"7,092.", The Fall Guy,(1981–1986),,,7.2,,40
"7,093.", The Fall Guy,(1981–1986),,,7.3,,44
"7,094.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",6.8,,89
"7,095.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7.4,,63
"7,096.", The Fall Guy,(1981–1986),,,7,,40
"7,097.", The Fall Guy,(1981–1986),,,7.3,,55
"7,098.", The Fall Guy,(1981–1986),,,7.2,,54
"7,099.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7.3,,47
"7,100.", The Fall Guy,(1981–1986),40 min,"Action, Adventure, Comedy",7.2,,47
"7,101.", The Fall Guy,(1981–1986),,,7.8,,38
"7,102.", The Fall Guy,(1981–1986),,,7.4,,44
"7,103.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7.1,,43
"7,104.", The Fall Guy,(1981–1986),50 min,"Action, Adventure, Comedy",7.3,,107
"7,105.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7.1,,96
"7,106.", The Fall Guy,(1981–1986),,,7.6,,46
"7,107.", The Fall Guy,(1981–1986),,,6.9,,63
"7,108.", The Fall Guy,(1981–1986),,,7.3,,62
"7,109.", The Fall Guy,(1981–1986),95 min,"Action, Adventure, Comedy",7.4,,189
"7,110.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7.2,,61
"7,111.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7.2,,104
"7,112.", The Fall Guy,(1981–1986),,,7,,50
"7,113.", The Fall Guy,(1981–1986),,,7.3,,63
"7,114.", The Fall Guy,(1981–1986),48 min,"Action, Adventure, Comedy",6.6,,100
"7,115.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7.8,,35
"7,116.", The Fall Guy,(1981–1986),,,6.8,,46
"7,117.", The Fall Guy,(1981–1986),,,7.8,,40
"7,118.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7.9,,42
"7,119.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7,,132
"7,120.", The Fall Guy,(1981–1986),,,7.1,,63
"7,121.", The Fall Guy,(1981–1986),,,7.1,,53
"7,122.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",8.3,,116
"7,123.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7.4,,121
"7,124.", The Fall Guy,(1981–1986),50 min,"Action, Adventure, Comedy",6.6,,81
"7,125.", The Fall Guy,(1981–1986),,,7.2,,38
"7,126.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7,,91
"7,127.", The Fall Guy,(1981–1986),,,4.5,,202
"7,128.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7.3,,83
"7,129.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7.2,,48
"7,130.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7.5,,53
"7,131.", The Fall Guy,(1981–1986),,,7.7,,36
"7,132.", The Fall Guy,(1981–1986),,,7.7,,41
"7,133.", The Fall Guy,(1981–1986),60 min,"Action, Adventure, Comedy",7,,43
"7,134.", The Fall Guy,(1981–1986),,,7.2,,38
"7,135.", The Fall Guy,(1981–1986),23 min,"Action, Adventure, Comedy",7,,50
"7,136.", The Fall Guy,(1981–1986),,,7.2,,61
"7,137.", The Famous Jett Jackson,(1998–2001),,,6.2,,6
"7,138.", The Famous Jett Jackson,(1998–2001),23 min,"Action, Adventure, Comedy",6,,6
714., 24,(2001–2010),42 min,"Action, Crime, Drama",8.6,,1255
715., 24,(2001–2010),45 min,"Action, Crime, Drama",8.6,,1225
716., 24,(2001–2010),45 min,"Action, Crime, Drama",8.6,,1231
717., 24,(2001–2010),44 min,"Action, Crime, Drama",8.1,,1211
718., 24,(2001–2010),45 min,"Action, Crime, Drama",8.3,,1195
719., 24,(2001–2010),44 min,"Action, Crime, Drama",8.2,,1191
720., 24,(2001–2010),45 min,"Action, Crime, Drama",8.7,,1202
721., 24,(2001–2010),44 min,"Action, Crime, Drama",8.4,,1206
722., 24,(2001–2010),44 min,"Action, Crime, Drama",9.1,,1407
723., 24,(2001–2010),42 min,"Action, Crime, Drama",9.1,,1666
724., 24,(2001–2010),45 min,"Action, Crime, Drama",8.8,,1322
725., 24,(2001–2010),43 min,"Action, Crime, Drama",8.7,,1286
726., 24,(2001–2010),45 min,"Action, Crime, Drama",8.3,,1195
727., 24,(2001–2010),42 min,"Action, Crime, Drama",8.6,,1242
728., 4 Against Z,(2005–2007),27 min,"Action, Adventure, Mystery",,,
729., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",6.3,,53
730., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",6.4,,44
731., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",7.1,,43
732., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",6.4,,37
733., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",6.4,,49
734., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",7,,46
735., 77 Sunset Strip,(1958–1964),46 min,"Action, Crime, Drama",7.7,,46
736., 77 Sunset Strip,(1958–1964),48 min,"Action, Crime, Drama",7.6,,44
737., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",8,,34
738., 77 Sunset Strip,(1958–1964),46 min,"Action, Crime, Drama",7.8,,59
739., 77 Sunset Strip,(1958–1964),46 min,"Action, Crime, Drama",7.4,,42
740., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",7,,25
741., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",7.4,,27
742., 77 Sunset Strip,(1958–1964),47 min,"Action, Crime, Drama",8.5,,82
743., 77 Sunset Strip,(1958–1964),47 min,"Action, Crime, Drama",8.6,,43
744., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",7.9,,37
745., 77 Sunset Strip,(1958–1964),46 min,"Action, Crime, Drama",8.1,,42
746., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",7.1,,29
747., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",8,,24
748., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",7.3,,35
749., 77 Sunset Strip,(1958–1964),52 min,"Action, Crime, Drama",7.4,,33
750., 77 Sunset Strip,(1958–1964),48 min,"Action, Crime, Drama",8,,58
751., 77 Sunset Strip,(1958–1964),46 min,"Action, Crime, Drama",8.2,,47
752., 77 Sunset Strip,(1958–1964),48 min,"Action, Crime, Drama",7.7,,39
753., 77 Sunset Strip,(1958–1964),47 min,"Action, Crime, Drama",7.6,,51
754., 77 Sunset Strip,(1958–1964),46 min,"Action, Crime, Drama",7.7,,56
755., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",7.5,,32
756., 77 Sunset Strip,(1958–1964),47 min,"Action, Crime, Drama",8.4,,41
757., 77 Sunset Strip,(1958–1964),48 min,"Action, Crime, Drama",7.8,,51
758., 77 Sunset Strip,(1958–1964),,,6.8,,29
759., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",6.7,,35
760., 77 Sunset Strip,(1958–1964),51 min,"Action, Crime, Drama",7.9,,29
761., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",8,,33
762., 77 Sunset Strip,(1958–1964),60 min,"Action, Crime, Drama",6.7,,36
763., 77 Sunset Strip,(1958–1964),48 min,"Action, Crime, Drama",7.9,,31
"4,182.", Bureau Kruislaan,(1992–1995),25 min,"Action, Drama",,,
"4,183.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",6.9,,18
"4,184.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",6.6,,19
"4,185.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",6.8,,41
"4,186.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",6.9,,23
"4,187.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.3,,17
"4,188.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.2,,35
"4,189.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",6.6,,24
"4,190.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",6.8,,19
"4,191.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.9,,22
"4,192.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.5,,24
"4,193.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.4,,29
"4,194.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",8.1,,25
"4,195.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",6.7,,15
"4,196.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.3,,16
"4,197.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.5,,25
"4,198.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.1,,22
"4,199.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",6.2,,25
"4,200.", Burke's Law,(1963–1966),50 min,"Action, Adventure, Crime",7.6,,37
"4,201.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.5,,32
"4,202.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.5,,50
"4,203.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.7,,46
"4,204.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.6,,50
"4,205.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.8,,47
"4,206.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7,,39
"4,207.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.6,,49
"4,208.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.4,,56
"4,209.", Burke's Law,(1963–1966),50 min,"Action, Adventure, Crime",7.8,,76
"4,210.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.3,,50
"4,211.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.3,,48
"4,212.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.8,,28
"4,213.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.7,,34
"4,214.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.6,,40
"4,215.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",8,,25
"4,216.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",6.6,,36
"4,217.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",8,,51
"4,218.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",8,,32
"4,219.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.8,,41
"4,220.", Burke's Law,(1963–1966),50 min,"Action, Adventure, Crime",8.2,,61
"4,221.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",8.3,,45
"4,222.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",8.5,,72
"4,223.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.4,,65
"4,224.", Burke's Law,(1963–1966),50 min,"Action, Adventure, Crime",7.7,,53
"4,225.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",8.3,,37
"4,226.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.4,,40
"4,227.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.9,,46
"4,228.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",8.5,,40
"4,229.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",8,,46
"4,230.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",8,,34
"4,231.", Burke's Law,(1963–1966),60 min,"Action, Adventure, Crime",7.3,,23
204., Vertiges,(1997–2003),90 min,"Action, Crime, Drama",,,
205., Vertiges,(1997–2003),,,3,,6
206., Vertiges,(1997–2003),90 min,"Action, Crime, Drama",5.8,,8
207., Le gorille,(1990–1992),86 min,"Action, Comedy, Thriller",,,
208., Vertiges,(1997–2003),,,,,
209., A Nero Wolfe Mystery,(2001–2002),,,8.4,,163
210., Alarm für Cobra 11 - Die Autobahnpolizei,(1996– ),94 min,"Action, Adventure, Crime",7.8,,55
211., A Nero Wolfe Mystery,(2001–2002),93 min,"Action, Drama, Mystery",8.3,,211
212., The Equalizer,(1985–1989),46 min,"Action, Crime, Drama",8.2,,78
213., Police Story,(1973–1987),113 min,"Action, Crime, Drama",6.1,,37
214., CBS Summer Playhouse,(1987–1989),60 min,"Action, Adventure, Comedy",,,
215., What a Cartoon!,(1995–2002),,,8.4,,22
216., Star Trek: Enterprise,(2001–2005),45 min,"Action, Adventure, Drama",7.7,,4625
217., A Nero Wolfe Mystery,(2001–2002),,,8.2,,130
218., Odyssey 5,(2002–2004),120 min,"Action, Adventure, Drama",8.1,,511
219., A Nero Wolfe Mystery,(2001–2002),,,8.3,,133
220., Le gorille,(1990–1992),82 min,"Action, Comedy, Thriller",,,
221., A Nero Wolfe Mystery,(2001–2002),,,8.5,,128
222., A Nero Wolfe Mystery,(2001–2002),,,8,,113
223., A Nero Wolfe Mystery,(2001–2002),,,8.4,,118
224., A Nero Wolfe Mystery,(2001–2002),,,8.5,,116
225., Emergency!,(1972–1979),60 min,"Action, Adventure, Comedy",8.6,"Robert A. Cinader,Randolph Mantooth,Randolph Mantooth,Kevin Tighe,Julie London,Robert Fuller",122
226., The Crocodile Hunter,(1996–2004),,,8.5,,91
227., ReBoot,(1994–2001),24 min,"Animation, Action, Adventure",8.8,"Michael Robison,Dick Zondag,Michael Benyaer,Kathleen Barr,Matthew Sinclair,Tony Jay",89
228., CBS Summer Playhouse,(1987–1989),60 min,"Action, Adventure, Comedy",6.2,,24
229., TaleSpin,(1990–1991),91 min,"Animation, Action, Adventure",7.8,"Larry Latham,Robert Taylor,Charlie Adler,Jim Cummings,Pat Fraley,Ed Gilbert",248
230., Vertiges,(1997–2003),90 min,"Action, Crime, Drama",,,
231., Vertiges,(1997–2003),90 min,"Action, Crime, Drama",7.8,,7
232., Vertiges,(1997–2003),90 min,"Action, Crime, Drama",5.7,,15
